id,description,item_type,product_family,inventory_uom,make_buy,lot_controlled,serial_controlled,lifecycle_status,standard_order_quantity,primary_vendor_id,commodity
RM-0133,"Industrial coating resin, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0110,Metals
RM-0134,"Gear lubricant, certified domestic melt",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0123,Metals
RM-0135,"Electrical hookup wire, certified domestic melt",Raw Material,,EA,Buy,1,0,Active,20.0,VEND-0136,Metals
RM-0136,"Cold-rolled steel bar, approved alternate grade",Raw Material,,EA,Buy,0,0,Active,50.0,VEND-0149,Metals
RM-0137,"Alloy steel round, approved alternate grade",Raw Material,,EA,Buy,0,0,Active,100.0,VEND-0162,Metals
RM-0138,"Stainless steel sheet, approved alternate grade",Raw Material,,EA,Buy,0,0,Active,1.0,VEND-0175,Metals
RM-0139,"Aluminum plate, approved alternate grade",Raw Material,,EA,Buy,0,0,Active,5.0,VEND-0008,Metals
RM-0140,"Ductile iron casting, approved alternate grade",Raw Material,,EA,Buy,0,0,Active,10.0,VEND-0021,Metals
RM-0141,"Gray iron casting, approved alternate grade",Raw Material,,EA,Buy,0,0,Active,20.0,VEND-0034,Metals
RM-0142,"Bronze bushing stock, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,50.0,VEND-0047,Metals
RM-0143,"Copper bus bar, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,100.0,VEND-0060,Metals
RM-0144,"Structural steel tube, approved alternate grade",Raw Material,,EA,Buy,1,0,Phase Out,1.0,VEND-0073,Metals
RM-0145,"Ground shaft stock, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,5.0,VEND-0086,Metals
RM-0146,"Tool steel blank, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,10.0,VEND-0099,Metals
RM-0147,"Polycarbonate sheet, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,20.0,VEND-0112,Metals
RM-0148,"Industrial coating resin, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,50.0,VEND-0125,Metals
RM-0149,"Gear lubricant, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,100.0,VEND-0138,Metals
RM-0150,"Electrical hookup wire, approved alternate grade",Raw Material,,EA,Buy,0,0,Phase Out,1.0,VEND-0151,Metals
SA-0001,"Input shaft assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0002,"Output flange assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0003,"Gear train assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0004,"Bearing carrier assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0005,"Motor adapter assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0006,"Brake module assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0007,"Actuator screw assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0008,"Actuator rod assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0009,"Cabinet backplate assembly, size 1",Manufactured Subassembly,,EA,Make,1,0,Active,20.0,,Subassembly
SA-0010,"Power distribution assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0011,"Control wiring harness, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0012,"Safety circuit assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0013,"Cooling module assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0014,"Operator panel assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0015,"Skid base assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0016,"Lubrication module assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0017,"Sensor manifold assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0018,"Terminal rail assembly, size 1",Manufactured Subassembly,,EA,Make,1,0,Active,1.0,,Subassembly
SA-0019,"Service access panel, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0020,"Test fixture assembly, size 1",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0021,"Input shaft assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0022,"Output flange assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0023,"Gear train assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0024,"Bearing carrier assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0025,"Motor adapter assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0026,"Brake module assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0027,"Actuator screw assembly, size 2",Manufactured Subassembly,,EA,Make,1,0,Active,20.0,,Subassembly
SA-0028,"Actuator rod assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0029,"Cabinet backplate assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0030,"Power distribution assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0031,"Control wiring harness, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0032,"Safety circuit assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0033,"Cooling module assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0034,"Operator panel assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0035,"Skid base assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0036,"Lubrication module assembly, size 2",Manufactured Subassembly,,EA,Make,1,0,Active,1.0,,Subassembly
SA-0037,"Sensor manifold assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0038,"Terminal rail assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0039,"Service access panel, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0040,"Test fixture assembly, size 2",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0041,"Input shaft assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0042,"Output flange assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0043,"Gear train assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0044,"Bearing carrier assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0045,"Motor adapter assembly, size 3",Manufactured Subassembly,,EA,Make,1,0,Active,20.0,,Subassembly
SA-0046,"Brake module assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0047,"Actuator screw assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0048,"Actuator rod assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0049,"Cabinet backplate assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0050,"Power distribution assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0051,"Control wiring harness, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0052,"Safety circuit assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0053,"Cooling module assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0054,"Operator panel assembly, size 3",Manufactured Subassembly,,EA,Make,1,0,Active,1.0,,Subassembly
SA-0055,"Skid base assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0056,"Lubrication module assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0057,"Sensor manifold assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0058,"Terminal rail assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0059,"Service access panel, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0060,"Test fixture assembly, size 3",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0061,"Input shaft assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0062,"Output flange assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0063,"Gear train assembly, heavy-duty",Manufactured Subassembly,,EA,Make,1,0,Active,20.0,,Subassembly
SA-0064,"Bearing carrier assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0065,"Motor adapter assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0066,"Brake module assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0067,"Actuator screw assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0068,"Actuator rod assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0069,"Cabinet backplate assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0070,"Power distribution assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0071,"Control wiring harness, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0072,"Safety circuit assembly, heavy-duty",Manufactured Subassembly,,EA,Make,1,0,Active,1.0,,Subassembly
SA-0073,"Cooling module assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0074,"Operator panel assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0075,"Skid base assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0076,"Lubrication module assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0077,"Sensor manifold assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0078,"Terminal rail assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0079,"Service access panel, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0080,"Test fixture assembly, heavy-duty",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0081,"Input shaft assembly, precision-duty",Manufactured Subassembly,,EA,Make,1,0,Active,20.0,,Subassembly
SA-0082,"Output flange assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0083,"Gear train assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0084,"Bearing carrier assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,1.0,,Subassembly
SA-0085,"Motor adapter assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0086,"Brake module assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0087,"Actuator screw assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0088,"Actuator rod assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0089,"Cabinet backplate assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,100.0,,Subassembly
SA-0090,"Power distribution assembly, precision-duty",Manufactured Subassembly,,EA,Make,1,0,Active,1.0,,Subassembly
SA-0091,"Control wiring harness, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,5.0,,Subassembly
SA-0092,"Safety circuit assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,10.0,,Subassembly
SA-0093,"Cooling module assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,20.0,,Subassembly
SA-0094,"Operator panel assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Active,50.0,,Subassembly
SA-0095,"Skid base assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Phase Out,100.0,,Subassembly
SA-0096,"Lubrication module assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Phase Out,1.0,,Subassembly
SA-0097,"Sensor manifold assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Phase Out,5.0,,Subassembly
SA-0098,"Terminal rail assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Phase Out,10.0,,Subassembly
SA-0099,"Service access panel, precision-duty",Manufactured Subassembly,,EA,Make,1,0,Phase Out,20.0,,Subassembly
SA-0100,"Test fixture assembly, precision-duty",Manufactured Subassembly,,EA,Make,0,0,Phase Out,50.0,,Subassembly
SYS-0001,"Engineered motion skid, 2-axis, 5 kN",Finished Good,SYS,EA,Make,0,0,Active,5.0,,Engineered System
SYS-0002,"Engineered motion skid, 2-axis, 10 kN",Finished Good,SYS,EA,Make,0,0,Active,10.0,,Engineered System
SYS-0003,"Engineered motion skid, 2-axis, 15 kN",Finished Good,SYS,EA,Make,0,0,Active,20.0,,Engineered System
SYS-0004,"Engineered motion skid, 2-axis, 25 kN",Finished Good,SYS,EA,Make,0,0,Active,50.0,,Engineered System
SYS-0005,"Engineered motion skid, 2-axis, 40 kN",Finished Good,SYS,EA,Make,0,0,Active,100.0,,Engineered System
SYS-0006,"Engineered motion skid, 2-axis, 60 kN",Finished Good,SYS,EA,Make,0,0,Active,1.0,,Engineered System
SYS-0007,"Engineered motion skid, 2-axis, 80 kN",Finished Good,SYS,EA,Make,0,1,Active,5.0,,Engineered System
SYS-0008,"Engineered motion skid, 2-axis, 100 kN",Finished Good,SYS,EA,Make,0,0,Active,10.0,,Engineered System
SYS-0009,"Engineered motion skid, 2-axis, 125 kN",Finished Good,SYS,EA,Make,1,0,Active,20.0,,Engineered System
SYS-0010,"Engineered motion skid, 2-axis, 150 kN",Finished Good,SYS,EA,Make,0,0,Active,50.0,,Engineered System
SYS-0011,"Engineered motion skid, 3-axis, 5 kN",Finished Good,SYS,EA,Make,0,0,Active,100.0,,Engineered System
SYS-0012,"Engineered motion skid, 3-axis, 10 kN",Finished Good,SYS,EA,Make,0,0,Active,1.0,,Engineered System
SYS-0013,"Engineered motion skid, 3-axis, 15 kN",Finished Good,SYS,EA,Make,0,0,Active,5.0,,Engineered System
SYS-0014,"Engineered motion skid, 3-axis, 25 kN",Finished Good,SYS,EA,Make,0,1,Active,10.0,,Engineered System
SYS-0015,"Engineered motion skid, 3-axis, 40 kN",Finished Good,SYS,EA,Make,0,0,Active,20.0,,Engineered System
SYS-0016,"Engineered motion skid, 3-axis, 60 kN",Finished Good,SYS,EA,Make,0,0,Active,50.0,,Engineered System
SYS-0017,"Engineered motion skid, 3-axis, 80 kN",Finished Good,SYS,EA,Make,0,0,Active,100.0,,Engineered System
SYS-0018,"Engineered motion skid, 3-axis, 100 kN",Finished Good,SYS,EA,Make,1,0,Active,1.0,,Engineered System
SYS-0019,"Engineered motion skid, 3-axis, 125 kN",Finished Good,SYS,EA,Make,0,0,Active,5.0,,Engineered System
SYS-0020,"Engineered motion skid, 3-axis, 150 kN",Finished Good,SYS,EA,Make,0,0,Active,10.0,,Engineered System
SYS-0021,"Engineered motion skid, 4-axis, 5 kN",Finished Good,SYS,EA,Make,0,1,Active,20.0,,Engineered System
SYS-0022,"Engineered motion skid, 4-axis, 10 kN",Finished Good,SYS,EA,Make,0,0,Active,50.0,,Engineered System
SYS-0023,"Engineered motion skid, 4-axis, 15 kN",Finished Good,SYS,EA,Make,0,0,Active,100.0,,Engineered System
SYS-0024,"Engineered motion skid, 4-axis, 25 kN",Finished Good,SYS,EA,Make,0,0,Active,1.0,,Engineered System
SYS-0025,"Engineered motion skid, 4-axis, 40 kN",Finished Good,SYS,EA,Make,0,0,Active,5.0,,Engineered System
SYS-0026,"Engineered motion skid, 4-axis, 60 kN",Finished Good,SYS,EA,Make,0,0,Active,10.0,,Engineered System
SYS-0027,"Engineered motion skid, 4-axis, 80 kN",Finished Good,SYS,EA,Make,1,0,Active,20.0,,Engineered System
SYS-0028,"Engineered motion skid, 4-axis, 100 kN",Finished Good,SYS,EA,Make,0,1,Active,50.0,,Engineered System
SYS-0029,"Engineered motion skid, 4-axis, 125 kN",Finished Good,SYS,EA,Make,0,0,Phase Out,100.0,,Engineered System
SYS-0030,"Engineered motion skid, 4-axis, 150 kN",Finished Good,SYS,EA,Make,0,0,Phase Out,1.0,,Engineered System
